Red,IR
12.6563,37.6876
10.9375,34.1251
11.625,31.8126
7.2813,28.2501
8.5,26.6876
7.0938,23.7501
5.8125,22.0626
5.2813,20.1251
5.875,18.4376
7.5625,17.8126
9.7813,19.1251
10.75,19.3126
9.0313,20.7501
9.5625,22.1876
8.9063,22.3751
11.4375,24.0001
8.5313,24.1251
8,23.1251
9.5313,23.0626
7.3438,21.0001
6.3438,20.0001
8.0938,17.5626
5.4063,15.6876
3.0625,13.1251
4.6563,11
3.625,8.9375
0.8125,7.125
-0.2813,5.75
0,2.75
-2.125,0.3125
0.75,-0.875
1.5,-3.4375
1.1875,-5.3125
3.125,-6.75
-0.875,-8.6875
-2.1563,-10.0625
-1.9375,-13
-3.6875,-14.4376
-4.1563,-16.1251
-4.9688,-19.0001
-3.8125,-20.9376
-6.0938,-22.5001
-7.6563,-24.3751
-9.3125,-27.0626
-8.2188,-28.0001
-7.9688,-28.8126
-10,-30.0001
-7.9063,-32.2501
-7.7813,-32.0001
-7.8125,-33.4376
-12.1875,-32.7501
-8.5313,-34.4376
-10.625,-33.2501
-12.5313,-32.6876
-12.625,-30.1251
-7.875,-22.6251
-6.3125,-12.25
-1,-0.875
2.375,12.4375
7.8438,24.1876
10.7188,34.5001
10.375,43.1877
15.5001,50.6877
18.2813,54.4377
19.9376,57.7502
18.6563,58.1877
18.0001,59.1877
21.0001,57.0627
18.9376,55.8752
19.9376,53.3752
21.1563,50.2502
17.8438,47.3127
19.7501,45.3127
14.7188,43.1252
13.2501,40.6877
14.6251,38.2501
12.6563,36.7501
14.3751,34.4376
15.7188,31.5001
11.7188,27.6876
10.5938,24.6251
11.4063,22.0626
9.125,19.9376
5.3125,17.4376
7.3125,16.4376
6.0938,14.1251
5.4375,14.6876
6,14.3751
6.5313,15.6251
7.7188,16.0626
6.9688,17.3126
10.0625,18.3751
5.8438,18.1876
5.0625,19.3751
7.5313,18.1251
4.4688,16.3126
5.0938,15.2501
3.9375,13.9376
0.8125,12.3125
0.9063,10.75
2.5938,8.9375
5.4063,5.9375
3.4688,3.8125
3.25,1.25
2.75,-0.875
-1,-2.875
0.9375,-5.3125
-1.9688,-9.125
-0.8125,-11.0625
-0.2813,-13.0625
-2.375,-14.8126
-0.4375,-16.9376
-3.1563,-18.0626
-2.625,-19.8126
-3.0625,-21.8751
-4.6875,-21.8751
-5.25,-24.3126
-6.7188,-25.6251
-6.6875,-25.9376
-6.375,-28.1251
-7.5,-28.5001
-9.4375,-29.5626
-5.7813,-31.2501
-6.6875,-32.1876
-9.5625,-33.3751
-6.8438,-35.0001
-10.1875,-36.2501
-9.75,-38.0626
-10.875,-39.1251
-12.1875,-39.7502
-12.1563,-40.5002
-13.6251,-42.1877
-13.5313,-42.4377
-13.7501,-42.3752
-13.1563,-42.4377
-13.3751,-40.5627
-10.5313,-35.0001
-8.7813,-26.0626
-7.1563,-12.875
-0.9375,1.6875
4.5625,15.8126
7.0625,27.9376
11.8125,37.8751
18.2501,64.8752
23.5001,61.1877
20.7188,58.8752
16.4688,56.0627
16.8751,53.6877
16.0626,51.3752
14.7501,49.3127
15.7188,47.1252
15.8126,44.1877
13.4376,42.8752
14.4063,39.6252
13.7501,36.3126
13.1876,33.6876
12.0938,30.7501
11.2813,28.2501
9.1563,25.6251
8.75,24.6251
11.9375,23.3751
8.8438,23.6876
10.3438,23.8751
10.25,23.6876
12.375,24.1251
11.625,25.4376
9.4375,26.0626
12.875,26.2501
12.25,26.1251
10,25.6251
9.7188,25.0626
9.125,23.2501
9.6563,21.6876
11.1875,19.9376
6.7813,18.2501
9.7188,15.5626
6.125,13.8751
4.375,12.0625
5.9063,8.125
2.2188,6.4375
3.0313,4.625
3.5,1.25
3.3438,0.125
2.8125,-2.625
1.5,-4.9375
0.4063,-6.875
-1.4688,-8.875
-1.0938,-10.25
-6.0625,-12.375
-6,-12.6875
-5.0938,-14.6876
-5.2813,-15.8751
-5.4688,-16.9376
-6.4063,-16.8751
-7.9063,-16.8751
-5.3438,-16.0626
-6.9375,-15.0001
-7.4375,-13.7501
-7.1563,-12.9375
-6.25,-13.4376
-6.9375,-12.875
-8.1875,-12.9375
-7.2188,-12.125
-6.6563,-13.4376
-5.8438,-13.0625
-6.6563,-13.8751
-6.6563,-14.5001
-8.3125,-16.8126
-5.7813,-17.4376
-8.25,-19.8126
-5.625,-21.7501
-9.0938,-23.5001
-10.6875,-26.4376
-8.1563,-28.3751
-12.9688,-30.4376
-12.375,-34.0626
-11.625,-36.1876
-14.0001,-39.1252
-14.1876,-40.5002
-13.6563,-40.6252
-11.875,-37.0626
-13.5938,-29.6251
-9.4375,-19.0001
-3.0313,-6.25
-3.5,5.9375
4.8125,17.6876
6.5625,26.8751
10.3125,33.9376
9.0313,39.2501
13.6563,41.9377
12.25,42.6252
14.6563,41.6877
12.5313,39.1252
12,37.0626
11.6875,33.6251
10.125,30.1251
9.8438,26.3126
12.6875,23.4376
9.4375,19.1251
7.4688,15.6876
6.9375,12.75
2.8438,8.9375
2,5.5625
1.5938,2.75
0.9688,-1.0625
-3.25,-5.875
-4.4375,-10.5
-4.875,-13.5001
-6.8125,-18.0626
-5.625,-19.8751
-5.8438,-22.3751
-7.9063,-22.8126
-6.3438,-22.2501
-7.5,-22.6251
-7.2813,-21.0001
-6.6563,-19.1876
-6.9063,-16.8751
-2.8125,-13.6251
-5.5,-11.25
-6.1563,-9.875
-6.9063,-9.9375
-3.375,-9.0625
-6.4063,-8.4375
-5.9375,-8.5
-6.3438,-8.0625
-6.375,-9.3125
-5.5,-8.6875
-8.25,-9.9375
-2.3125,-9.4375
-6.875,-10.4375
-6.5313,-11.625
-6.75,-11.9375
-5.125,-13.9376
-6.4375,-13.9376
-8.8438,-14.7501
-7.0625,-13.8126
-6.5938,-15.1876
-5.3125,-13.8126
-5.9688,-15.5626
-10.4063,-15.6876
-5.125,-17.0001
-7.8438,-17.6876
-9.5,-17.5626
-10.0625,-17.0626
-6.5938,-16.9376
-2.7813,-17.6251
-3.25,-19.1251
-3.625,-18.7501
-6.9375,-19.1876
-6.1875,-18.8126
-4.5625,-20.3126
-4.375,-19.5626
-5.0625,-20.6251
-3.7813,-19.1876
-5.375,-17.6251
-2.375,-13.8126
-0.1563,-6.125
1.0625,1.625
4.9063,12.875
5.0938,22.5001
10.5625,30.2501
12.875,38.1251
11.8125,43.6252
13.1563,48.0002
14.2813,50.8752
15.3751,50.3127
17.0001,50.5002
15.1251,47.9377
16.8438,46.1252
12.9375,41.8752
14.7813,38.6251
16.1876,33.8126
13.7501,28.6876
10.8438,23.4376
5.9063,17.8126
4.6875,13.5001
4.6875,10.125
4.3125,5.25
4.8125,-0.1875
0.6875,-5.625
-2.1563,-11.375
-2.1563,-15.8126
-1.625,-21.8126
-5.4688,-27.3751
-6.6563,-31.8126
-7.1875,-33.8751
-6.25,-36.1251
-8.4063,-37.1876
-9.4375,-37.3751
-8.0625,-36.5001
-7.0625,-35.5626
-6.75,-34.9376
-8.25,-34.2501
-8.625,-33.0626
-7.0938,-31.5001
-5.5,-31.5626
-8.7813,-31.5626
-9.875,-32.3126
-10.8125,-32.3751
-8.5313,-32.7501
-12.5938,-33.1876
-10.2813,-34.5001
-10.625,-34.9376
-11.6875,-36.3126
-13.0938,-36.8126
-14.4063,-37.5626
-11.6875,-37.9376
-14.5001,-37.9376
-14.4376,-39.1876
-11.5,-38.6876
-12.75,-38.6876
-10.0625,-38.1251
-12.2813,-38.5626
-13.5313,-38.6251
-16.3438,-39.9377
-14.3751,-39.1251
-14.7188,-39.0001
-13.3438,-38.2501
-12.4063,-36.9376
-14.3438,-36.5001
-14.1251,-35.7501
-13.7188,-35.0001
-13.0938,-35.3751
-10.8125,-35.3751
-14.9063,-34.0626
-13.6563,-33.1251
-14.7501,-33.8126
-13.5938,-32.5626
-15.8126,-31.4376
-11.875,-30.3126
-10.5938,-27.7501
-10.9063,-24.4376
-7.6875,-18.6251
-6.2813,-9.6875
-3.6875,3.4375
2.5625,16.2501
1.9063,28.6876
9.4375,40.5002
12.6563,50.6877
16.3438,59.4377
18.4063,66.3128
18.0938,71.3753
20.1563,74.8128
19.3438,76.3128
22.8438,76.5628
20.1251,75.5628
22.0938,74.1253
18.4376,72.0003
19.9688,69.6253
18.5313,66.8753
19.3126,63.8752
18.3751,60.2502
17.6251,56.2502
14.0938,52.8127
13.7188,49.5627
14.9063,45.3752
12.4688,40.4377
10.9063,36.0626
10.3125,30.2501
7.75,24.5001
5.875,18.8126
5.3125,14.6251
3.4375,9.1875
2.7188,5.75
3.6875,1.6875
-0.7813,-1.125
-0.4063,-3.0625
-1,-4.5625
-0.8438,-5.625
-0.3438,-5.8125
-0.75,-6.8125
-1.1563,-8.25
-2.5938,-8.9375
-0.1563,-9.875
-2.2188,-11.5625
-4.1563,-12.3125
-3.1875,-15.3751
-6.3438,-19.0001
-6.1563,-20.1251
-5.625,-24.8751
-3.3125,-27.8751
-6.6563,-30.7501
-10.375,-33.6876
-8.0938,-36.8751
-12.125,-39.8752
-8.5,-42.1877
-14.2188,-44.5002
-11.2188,-47.1877
-14.0938,-49.2502
-14.0626,-51.5627
-14.4376,-51.8752
-17.3751,-53.3127
-15.4063,-54.2502
-17.0313,-53.6252
-17.0626,-55.0627
-14.3438,-54.4377
-19.4376,-55.6252
-14.9063,-55.2502
-19.9063,-55.6877
-18.5313,-56.5627
-20.5938,-57.1877
-17.7188,-57.2502
-20.5001,-57.4377
-17.5001,-56.8127
-20.5626,-55.9377
-19.4376,-55.9377
-19.9063,-53.5627
-19.8751,-52.3127
-17.0001,-49.8127
-16.8126,-47.0002
-15.2501,-45.3127
-13,-43.1252
-12.4375,-40.8127
-13.1251,-37.3751
-10.5938,-31.6251
-9.4375,-21.8751
-4.7813,-8.5625
-1.375,7.0625
6.25,24.6251
6.625,39.0001
12.4688,51.5627
16.8438,62.0002
17.0938,70.8128
21.3438,77.0628
22.7501,81.8128
23.1563,83.3753
21.0313,84.9378
24.1563,83.9378
22.3126,83.1253
23.9688,81.0003
20.7813,77.8128
22.0313,75.9378
20.8751,72.7503
21.0938,70.3128
22.3438,67.1253
20.4063,64.0627
18.2813,60.6252
18.5938,57.5002
17.9063,54.6877
17.9063,50.8127
13.5001,47.1252
12.5625,41.5002
10.5625,36.9376
9.9375,34.3126
8.5,30.0001
8,26.8126
8.8438,25.1876
9.5938,24.0001
8.4063,24.0626
10.0313,22.6876
8.25,21.8751
8.3125,22.0001
8.1563,21.0001
8.0313,19.9376
6.5938,17.9376
6.25,17.2501
5.0625,15.1876
6.5938,13.9376
5.875,11.125
6.125,7.5625
1.8125,5.5
2.0313,2.1875
-0.375,-1.5625
2.375,-4.5625
-2.5938,-8.9375
-2.625,-12.5625
-2.9063,-17.3751
-2.5625,-19.2501
-2.75,-23.6876
-7.3125,-27.4376
-7.9063,-30.1876
-8.375,-34.5001
-8.5938,-37.0001
-7.9375,-40.6252
-9.4375,-43.3127
-8.8438,-45.7502
-10.6875,-47.6252
-10.5,-49.8752
-12.5313,-51.3752
-13.4688,-51.3752
-16.1563,-52.0002
-12.0625,-52.0627
-14.1251,-50.8752
-15.1876,-51.6252
-12.9688,-50.0627
-15.9376,-48.6877
-13.9688,-46.6877
-13.4376,-45.4377
-9.4688,-42.3752
-11.5625,-37.9376
-9.875,-30.8126
-6.875,-18.6876
-1.375,-3.4375
3.875,12.5625
6.8438,28.6876
12.4688,42.0002
13.5626,52.8752
18.2188,62.4377
19.8438,69.5003
23.5313,74.8753
24.6563,78.3128
24.3126,79.8128
21.7813,79.0003
23.1563,78.8753
24.6563,78.0003
24.8126,75.4378
22.8751,75.0003
23.6876,72.4378
22.4063,70.1253
21.7813,67.0003
19.9376,64.4377
18.1876,62.4377
19.4376,59.5627
18.2501,56.0002
17.3438,53.6877
17.9063,49.5627
17.1251,46.1252
17.7501,43.7502
13.8751,41.0627
14.5313,39.0002
11.6875,36.7501
12.4063,35.5626
13.3751,35.0626
12.1875,33.5001
11.7813,34.0626
16.0001,33.7501
14.6876,34.1876
14.0313,34.1251
13.4063,33.4376
11,31.5001
11.1875,30.4376
13.7501,28.8751
9.9063,26.5001
9,24.6251
6.7813,19.6876
8.0625,15.6251
5.4375,12.4375
6.5,9.125
3.6875,4.3125
1.75,1.0625
-1.5313,-4.8125
-2.9688,-8.625
-3.8438,-13.2501
-5.1563,-19.3751
-4.1563,-23.1251
-5.2813,-28.1251
-6.1875,-32.8751
-8.6563,-37.2501
-9.9375,-42.2502
-13.7188,-47.5002
-14.4063,-51.8752
-16.7188,-56.1877
-18.0001,-60.3127
-17.8126,-64.2502
-18.7813,-69.0003
-22.5313,-71.5628
-19.6563,-75.1878
-22.2188,-77.5628
-20.6876,-81.3128
-21.8126,-82.8128
-22.9688,-85.3128
-22.5626,-86.1253
-23.7501,-87.1253
-24.1876,-85.8753
-22.1876,-84.3128
-22.7501,-80.4378
-17.2188,-70.0628
-16.7813,-52.8127
-9.2813,-32.7501
-0.9688,-7.9375
3.5625,12.625
8.7188,29.6876
11.125,42.3752
12.1563,50.7502
14.5626,57.5002
15.0626,61.5627
16.9688,63.5002
18.9688,64.3752
17.8438,63.5627
19.2813,63.1252
14.0001,61.8752
15.7188,59.8752
14.0938,59.6252
12.0625,56.9377
15.4063,55.8752
13.3438,54.4377
14.9376,52.7502
12.5625,50.1877
13.9688,48.7502
13.8751,46.3127
11.3438,43.9377
14.0001,41.5002
11.375,38.8126
10.8125,37.5001
10.375,35.3126
9.0313,34.3751
9.875,34.3126
10.2188,33.2501
9.0938,33.0626
10.625,33.9376
8.25,35.1876
11.4375,36.1251
10.3125,36.3126
7.375,38.3126
10.6875,37.4376
8.5625,36.6251
10.75,35.6251
11.6875,35.4376
9.875,34.1876
11.375,31.9376
9.7813,30.2501
9.0938,28.6876
9.625,25.6251
4.8438,22.1251
5.0938,19.2501
4.75,16.3751
1.8438,13
2.8438,10.125
0.1875,5.75
-0.9688,1.75
-1.25,-1.1875
0.625,-4.6875
-3.0313,-8.625
-7.3125,-12.75
-5.7188,-17.1251
-4.3125,-20.3751
-5.7813,-24.3751
-6.8125,-27.9376
-8.9063,-32.1251
-11.8125,-36.3126
-9.375,-39.3127
-11.5938,-43.5627
-11.4688,-46.6877
-16.1876,-50.3127
-15.0001,-54.0002
-17.5313,-57.3127
-20.3751,-61.0002
-20.1563,-64.2502
-22.6876,-67.2503
-23.1251,-70.8753
-21.6251,-73.8753
-24.7188,-76.8753
-23.8126,-78.8128
-25.5313,-79.6878
-24.4376,-83.5003
-22.3751,-83.8753
-27.1251,-83.6253
-27.8751,-78.8753
-23.8126,-67.8753
-18.6876,-51.8127
-16.1251,-32.2501
-8.5625,-9.75
-0.9063,8.875
1.0625,23.3126
7.7813,33.0626
5.7813,40.5002
7.5625,44.1877
9.1875,45.2502
9.8438,45.6877
10.0938,45.5627
11,43.5002
9,42.5002
9.2813,40.6252
8.625,37.6251
7.9688,35.7501
9.0625,33.3126
7.1875,31.2501
9.5938,29.3126
7.0625,28.4376
8.6875,27.9376
5.5,26.8751
7.25,25.0001
3.3438,22.5626
4.9063,19.3126
2.25,17.0626
3.7188,14.6251
1.7813,13.6251
3.9063,12.9375
0.4375,12.8125
1.3438,14.6251
1.1563,15.1251
1.1563,16.2501
3.125,17.8751
4.0938,20.0001
3.2813,21.6876
2.4688,24.1876
5.4375,24.5001
4.7188,24.8126
5.7813,24.9376
6.0625,24.5626
5.6563,24.5626
5.375,23.5626
7.7188,21.4376
3.25,20.5001
5.5313,19.1251
4.9063,16.3126
4.5625,14.9376
4.6875,12.75
2.0313,10.125
0.375,7.6875
2.0938,5.6875
-1.3438,2.9375
-0.8438,0.3125
-1.4688,-3.0625
-3.5625,-5.5625
-3.0313,-9.4375
-3.625,-13.4376
-6.9063,-15.0001
-8.4063,-20.1251
-8.8125,-24.3126
-7.4688,-27.6876
-9.625,-31.9376
-10.4063,-35.3126
-10.9063,-38.5001
-13.8126,-42.8752
-14.8126,-45.7502
-18.3438,-50.3752
-17.1563,-53.8752
-16.1876,-57.1252
-19.6876,-60.1877
-19.4376,-64.5002
-16.7813,-66.8753
-20.0938,-69.1878
-20.5001,-70.4378
-19.8751,-68.2503
-19.2501,-63.4377
-12.7188,-52.3752
-9.8125,-38.2501
-5.9375,-14.6876
-0.2188,1.4375
3.2188,12.25
5.4375,20.1251
7.6875,24.2501
6.0625,27.1251
8.25,27.1251
8.3125,25.5001
7.375,24.2501
5.7813,21.3751
4.9375,18.8126
5.9688,15.1876
3.4063,11.6875
2.9063,8.625
0.9063,4.625
1.9063,1.75
2.0938,-0.8125
-0.75,-3.625
-5.4375,-7.375
-4.5313,-8.625
-6.8125,-12.4375
-7.9688,-14.5001
-11.0625,-17.8126
-9.2813,-19.7501
-10.625,-19.8126
-9.7188,-19.5001
-6.9063,-18.5001
-6.2188,-3.5625
-2.7813,-0.4375
-2.9063,2.4375
-2.2813,3.75
-3.1563,4.1875
-1.4063,5.5
-1.8438,5.875
-3.5313,5.75
1.6563,5.9375
-3.4063,5.25
0.4688,5.5
-2.4063,4.75
0.1875,3.9375
-2.5,3.1875
-2,1.4375
-3.125,1
-3.75,-2.25
-3.9688,-2.625
-4.375,-6.125
-5.8125,-7.25
-6.6875,-10.6875
-6.0938,-12.5
-6.875,-16.0626
-6.375,-17.5626
-6.4063,-21.1251
-9.9063,-23.1876
-9.8125,-27.0626
-12.9375,-30.1251
-11.0625,-32.4376
-13.5938,-35.6251
-12.2813,-36.8751
-13.1876,-40.8127
-15.8751,-42.8752
-13.9688,-45.3127
-13.7188,-46.3127
-18.1251,-47.0002
-14.3438,-45.6877
-13,-40.4377
-12.7188,-31.7501
-6.2188,-19.4376
-5.5313,-7.0625
0.6563,5.6875
1.7813,15.1876
4.625,21.8751
7,27.4376
7.6563,30.0626
10.4688,32.0626
9.5938,32.5626
5.9688,30.2501
5.375,27.1876
3.1875,23.3126
2.6875,16.9376
1.2813,12.4375
-1.5,8
-1.5313,3.1875
-0.4063,-1.6875
-3.4375,-6
-4.25,-10
-6.0938,-15.5001
-11.5938,-19.8751
-10.4688,-23.0001
-7.75,-27.3126
-11.5625,-31.0626
-13.3126,-34.5626
-14.5626,-36.3751
-11.9375,-36.2501
-11.125,-36.0626
-10.125,-35.6876
-13.1563,-34.7501
-12.4375,-33.0001
-10.1563,-28.8126
-10.625,-25.7501
-7.375,-21.1876
-6.4375,-17.2501
-7.1875,-11.6875
-5.1875,-8.125
-3.8438,-5.375
-4.0625,-4.1875
-5.25,-2.625
-2.0313,-3.1875
-5.7188,-3.1875
-1.8438,-3.5
-3.25,-3.375
-2.5625,-3.3125
-5,-4.25
-7.2188,-4.75
-3.9063,-5
-6.9688,-5.3125
-4.625,-6.0625
-6.9375,-7.25
-5.4688,-7.5
-4.5625,-8.75
-2.25,-10
-2.25,-10.5
-5.9375,-11.1875
-4.1875,-11.5
-5.2813,-13.3126
-5.375,-13.9376
-4.4688,-16.0626
-7.75,-16.9376
-3.8438,-18.0626
-5.3125,-19.9376
-4.8438,-21.5626
-5.1875,-23.0001
-7.6875,-23.8751
-5.2188,-25.7501
-7.6875,-26.9376
-6.875,-29.1876
-8.8125,-30.1876
-10.4375,-31.3126
-10.75,-34.2501
-12.9375,-35.8126
-10.7813,-36.7501
-11.375,-36.9376
-10.125,-34.0001
-8.875,-28.7501
-6.4375,-20.3751
-3.375,-8.375
0.3438,4.1875
2.3125,15.1876
5.8438,23.8751
8.6563,30.8751
9.4688,35.0001
11.0625,38.3126
11.125,38.3751
10.6563,37.3751
9.125,35.8126
7.9688,31.9376
4.5625,4.3125
1.5313,0.5625
-0.9063,-3.4375
-1.0625,-7.5
-1.75,-12.1875
-9.9375,-29.6876
-10.5625,-33.3751
-9.2813,-35.6251
-12.8125,-37.2501
-15.6251,-38.3126
-13.9376,-36.6251
-12.1563,-34.6251
-10.0313,-32.3126
-11.9375,-28.3751
-8.9063,-23.0001
-4.5,-17.4376
-5.625,-13.8751
-5.6875,-11.3125
-3.9375,-8.3125
-5.5625,-6.3125
-4.8438,-4.0625
-3.7813,-2.5
-3.9688,-1.4375
-3.9375,-0.5
-3.8438,-0.5
-2.9688,-0.125
-1.6563,-1.8125
-5.4375,-2.5625
-3.6875,-3.5625
-2.7188,-4.6875
-1.6563,-5.8125
-4.1875,-7.0625
-5.0313,-8.5625
-1.9063,-9.125
-5.4375,-10.0625
-3.1875,-10.4375
-7.4063,-11.5625
-6.75,-12.5625
-8.125,-12.9375
-6.7813,-14.1876
-6.625,-15.1876
-4.5,-15.4376
-5.4063,-16.5626
-8.0625,-17.4376
-7.125,-17.9376
-7.0625,-20.3751
-8.5,-20.8126
-8.3125,-23.0001
-7.8438,-23.6251
-5.3125,-24.5626
-6,-25.3126
-5.4688,-26.3126
-6.9688,-26.6251
-7.5313,-27.0626
-10.1875,-27.5001
-8.4375,-27.3751
-9.6875,-27.1876
-6.5,-26.5626
-8.2188,-24.8126
-6.3438,-20.1876
-6.125,-14.3126
-5.625,-3.875
2.5,7.3125
3.4063,19.8751
9.3438,31.9376
12.7813,40.1252
14.1563,49.3752
16.4688,54.0002
16.9063,55.6252
17.1876,55.7502
16.0626,53.3127
15.0001,48.8127
12.0625,43.1252
12.4375,35.9376
8.7188,28.1876
9.1563,19.8751
4.9375,11.5
1.75,3.4375
2.8438,-5.0625
-1.9375,-13.4376
-2.8125,-20.6251
-6.8125,-28.9376
-10.4063,-36.2501
-14.3751,-43.3127
-12.1875,-51.8127
-13.5626,-58.5627
-18.0626,-65.1877
-20.0001,-69.6878
-21.3126,-75.3128
-20.4376,-78.0628
-22.3438,-78.5628
-21.3751,-76.7503
-18.3126,-76.5003
-21.8438,-75.6253
-21.0626,-72.8128
-19.6251,-70.3753
-20.4063,-66.5003
-16.2501,-63.0002
-20.5626,-59.2502
-17.5313,-55.8127
-18.2188,-51.1877
-18.4063,-48.1877
-16.5001,-45.1252
-17.0938,-42.6252
-11.4375,-41.3127
-14.4688,-39.9377
-11.7813,-36.5626
-12.5313,-34.9376
-10.9688,-31.9376
-12.5625,-30.9376
-12.7813,-28.5626
-11.6875,-26.8126
-9.2813,-23.5626
-11.7813,-22.3751
-7.8125,-21.1251
-9.5313,-20.1251
-7.3438,-19.4376
-8,-18.6251
-7.5313,-18.0001
-6.3438,-16.8751
-9.6563,-15.9376
-5.125,-13.2501
-7.125,-12.1875
-6.6875,-11.5625
-4.1875,-10.25
-5.3125,-10.4375
-4.3438,-9.4375
-4.7813,-10.25
-1,-9.9375
-3.5625,-9.75
-1.75,-10.75
-2.5313,-9.5
-3.1563,-9.6875
0.8125,-7.5
-2.8438,-4.375
0.7813,3.125
3.5938,13.1251
8.0313,25.2501
12.0313,37.6876
14.8126,48.2502
24.3438,78.5003
23.7813,79.4378
20.7813,78.5003
20.4688,76.5628
22.6563,71.5628
17.5001,66.8753
16.9376,60.3127
16.1563,53.6877
14.9688,46.5002
10,39.0002
11.5938,31.6251
5.8438,23.1251
6.375,15.1876
2.1875,7.375
-0.6563,-0.625
-1.7188,-9.1875
-3.9063,-16.9376
-5.4688,-24.0626
-6.9375,-32.6876
-9.25,-39.5002
-11.7813,-46.5002
-14.5313,-51.5002
-17.0001,-56.2502
-18.5313,-58.9377
-14.8438,-60.8127
-16.1563,-61.9377
-16.7813,-62.5002
-16.0938,-62.1877
-16.0938,-60.5002
-14.8438,-58.6877
-14.5313,-57.5002
-15.0001,-56.0002
-12.3438,-54.0002
-13.9063,-52.1252
-13.4688,-49.8127
-13.5626,-46.9377
-12.5938,-44.8752
-14.2501,-42.3752
-11.0625,-41.7502
-10.625,-40.1877
-11.0625,-40.1877
-10.1875,-37.9376
-9.8125,-36.5626
-10.9688,-34.0626
-9.1875,-33.8126
-7.7188,-32.1876
-11.125,-31.2501
-11.4063,-32.3126
-9.4375,-30.8751
-12.4063,-30.7501
-8.3438,-30.3751
-12.3125,-29.2501
-10.8125,-28.1876
-8.25,-26.6251
-9.5313,-26.7501
-8.8125,-25.2501
-10.3438,-24.8751
-7.8438,-23.5626
-9.8438,-24.0626
-7.125,-22.1251
-8.5313,-23.0001
-6.5938,-22.5626
-8.3438,-20.8126
-8.125,-20.7501
-7.6563,-19.6876
-7.9063,-20.3126
-6.3438,-18.8751
-6.8438,-17.5001
-6.625,-17.2501
-2.5313,-14.3751
-5.625,-9.6875
-1.5313,-1.125
1.5,11.3125
7.0625,27.1876
9.625,43.0627
16.8438,56.3752
21.6563,68.3128
21.5626,77.2503
27.2501,82.6878
27.5314,87.6878
23.6251,87.9378
28.3439,89.0003
26.5626,86.1253
27.2189,83.8753
24.9376,79.6253
24.0938,73.3128
22.2501,68.6253
20.2501,60.8127
15.6251,53.1252
13.9376,46.3127
14.2188,38.6251
13.125,31.7501
13.8126,24.1876
8.875,15.8751
7.3125,9.75
6.5,1.125
1.4375,-7.3125
0.5313,-14.8126
-1.5938,-21.9376
-5.4375,-28.0626
-5.4063,-34.8751
-7.5938,-40.2502
-6.375,-44.0002
-9.2813,-48.6252
-8.3438,-50.4377
-12.4375,-53.8752
-10.75,-54.5627
-12.0938,-55.7502
-13.6563,-55.1252
-14.6563,-54.1252
-12.5313,-53.1877
-11.625,-53.9377
-13.5938,-52.3752
-13.7188,-52.0002
-13.0313,-52.2502
-15.9376,-52.0002
-14.9688,-51.6877
-12.7813,-51.5002
-12.25,-50.6877
-16.0938,-50.0627
-13.7188,-48.9377
-12.5313,-49.1252
-13.0313,-48.0002
-15.7813,-48.6877
-15.0938,-48.6877
-18.1251,-49.0002
-13.5938,-47.5002
-13.8751,-47.1252
-11.0938,-46.6877
-16.0001,-45.1252
-13.9688,-43.3752
-14.8751,-42.3752
-11.5,-41.1252
-12.875,-40.6877
-10.3125,-39.5002
-12.6875,-39.3126
-10.6875,-37.6251
-11.8438,-37.0001
-7.4063,-34.8751
-11.6875,-33.7501
-12.5938,-31.3751
-10.4375,-30.2501
-10.5625,-29.4376
-9.8125,-29.0626
-10.5,-27.9376
-9.375,-28.3126
-8.2813,-28.0626
-9.4375,-27.6251
-7.3438,-26.8126
-9.5625,-26.4376
-4.25,-26.2501
-6.4063,-26.1876
-7.125,-27.1876
-4.4375,-27.0626
-8.8438,-26.6251
-7.9063,-25.1251
-5.5625,-20.0001
-4.0938,-11.4375
3.4063,4.875
5.7188,23.5001
13.0938,43.5002
14.4376,60.7502
20.8438,74.0003
23.0313,84.4378
27.5626,90.5004
25.6876,95.8129
27.6876,98.0629
27.8751,98.0004
27.0939,96.7504
29.3126,95.7504
27.3439,92.5004
28.2501,90.0003
25.3751,87.1878
24.7501,81.8128
24.6876,77.6878
23.1251,74.1253
21.8126,71.1878
21.0001,67.2503
19.1251,63.2502
20.0626,60.6252
17.6876,56.3752
17.0313,52.5002
13.7501,48.9377
14.9376,45.3127
14.4376,42.1877
10.625,39.7502
10.625,38.4376
8.625,37.0626
6.5313,35.6251
9.9375,35.8126
12.7813,36.6251
10.1563,37.6251
10.5313,39.8752
11.9688,39.9377
10.9688,41.4377
13.1875,41.7502
10.2188,40.7502
10.9688,40.1877
13.5626,38.7501
10.0313,37.3751
11.8438,35.5626
9.5625,33.5001
8.8125,31.1251
8.5625,28.4376
8.5625,24.8751
5.7188,22.0626
4.4063,18.6876
3.125,16.0626
1.3438,13.0625
2.6875,9.5
1.5,6.25
-1.125,3.8125
2.5625,1.125
-1.25,-1.5625
3.4688,-4.0625
-2.0313,-6.5625
-3.5313,-9.0625
-4.7813,-11.125
-5.5938,-13.8126
-5.5313,-15.8126
-5.625,-18.0001
-6.9375,-19.5626
-8,-21.7501
-8.0313,-23.6251
-7.9375,-26.4376
-7.5313,-27.4376
-6.7813,-29.5626
-9.9688,-30.6251
-9.5938,-32.9376
-10.75,-33.8126
-11.1875,-35.3751
