Red,IR
-13.8751,-37.6876
-15.2813,-38.7501
-12.9375,-38.4376
-15.1251,-37.4376
-12.875,-37.1876
-12.3438,-36.3126
-11.6563,-35.5626
-9.2813,-35.6876
-12.3125,-33.0001
-8.7188,-30.8751
-7.8438,-26.7501
-1.75,-19.4376
0.0938,-8.5625
8.8125,4.1875
13,17.5001
15.2813,26.8751
19.0626,32.2501
17.6876,36.0001
21.3751,40.1877
20.9688,46.1877
25.0938,49.8127
27.1876,51.8127
24.1876,51.2502
24.0626,47.0627
24.0938,41.1877
18.5626,34.1251
14.7501,24.6876
14.1876,17.6251
7.8125,10.5625
9.9063,3.375
7.0313,0.0625
7.0313,-4.1875
3.1563,-7.6875
1.4063,-11.25
1.5625,-13.1876
1.4063,-14.3751
0.9688,-14.8751
-1.0938,-15.1876
-0.25,-15.0001
-0.6563,-16.6876
-2.875,-17.1876
-3.0625,-19.8751
-3.2188,-21.0626
-3.8125,-18.6251
-4.4063,-14.6876
0.9688,-6.125
3.625,5.0625
5.3125,14.1251
4.3438,20.7501
7,23.5001
3.6875,23.3126
0.375,23.1251
-2.3438,21.2501
0.4063,20.6251
-5.625,18.6876
-3.75,14.9376
-4.0938,13.2501
-7.0625,9.375
-7.875,7
-7.0938,5.4375
-2.9375,4.5
-6.4375,4
-5.5313,2.6875
-4.6563,0.4375
-7.6563,-3.375
-8.0938,-6.3125
-9.5313,-11.625
-9.9375,-17.2501
-10.1563,-24.4376
-11.8125,-30.7501
-12.0938,-34.8751
-11,-36.8126
-10.0938,-37.8126
-13.1876,-36.2501
-10.3125,-33.4376
-7.1563,-28.1251
-4.3438,-21.1251
1,-12.75
1.75,-3.5
5.7813,6.5625
9.6563,18.3751
12.625,31.4376
18.1876,41.4377
20.0313,48.0627
21.0626,54.0627
22.8751,56.0627
21.7813,55.5627
20.4063,55.3127
20.5626,54.8127
24.4063,53.8127
23.5001,53.0002
21.9063,50.1252
22.7501,47.8127
18.6876,41.9377
19.8126,36.7501
17.1251,29.4376
13.3751,23.5001
9.5938,19.8751
10.125,15.7501
8.3125,13.0625
4.5,11.5
4.5938,9.3125
2.75,6.1875
2.9063,3.6875
-0.0313,-1.125
-4.125,-5.8125
-4.7813,-10.1875
-6.0938,-14.6251
-6.4063,-19.0626
-8.0625,-23.8126
-11.0625,-27.9376
-11.9063,-33.0001
-14.8751,-38.5001
-16.2813,-42.5002
-17.2501,-46.9377
-19.1876,-52.1252
-21.9063,-56.2502
-20.5938,-61.4377
-24.1563,-67.3128
-24.9063,-72.8753
-27.1251,-78.3128
-28.2189,-82.6878
-33.8439,-88.5003
-32.3126,-94.1254
-36.0939,-97.5629
-36.2814,-102.6879
-32.8126,-105.5004
-38.7814,-108.1254
-37.5939,-110.6254
-37.5626,-110.6879
-38.2814,-109.5004
-35.9376,-103.1879
-33.9376,-89.5003
-30.1251,-69.7503
-17.8751,-44.3127
-10.0938,-16.7501
-0.125,9.25
4.6563,30.7501
11.6875,45.9377
15.4376,59.1877
20.7501,68.1253
23.1876,76.5628
27.4689,82.8128
28.3751,88.9378
32.7189,91.6879
31.5001,92.6879
31.0626,92.1254
32.5001,90.5628
28.9689,87.5003
28.9689,84.3128
28.3126,82.1878
25.1251,77.7503
27.2189,73.6878
23.4063,68.5003
21.4376,63.3127
19.3751,57.4377
17.5938,50.7502
16.9376,46.9377
17.1563,43.1252
15.0001,41.0002
15.2813,39.2501
14.0001,38.1251
11.9688,39.1252
14.6876,39.1876
13.3126,38.9376
13.9376,40.1252
14.1251,40.5627
12.5938,40.0627
11.3438,39.4377
12.8438,38.1251
13.5938,36.6251
11.7188,34.8751
9.75,32.5626
10.3125,29.3126
9.5938,26.8126
7.75,24.2501
8.7813,20.3126
5.375,16.8126
2.25,12.5625
1.9063,7.125
-2.875,3
-2.2813,-5
-4.5625,-12.5625
-9.2813,-20.2501
-10.0313,-29.3126
-15.1251,-37.5626
-15.8126,-45.3127
-19.4688,-53.0002
-22.8751,-59.2502
-24.2813,-64.5002
-23.9688,-69.3753
-23.5626,-73.6878
-22.7188,-76.5003
-27.2189,-79.6878
-29.1564,-83.4378
-28.4064,-84.2503
-30.4064,-86.3128
-29.6876,-86.9378
-29.1564,-88.3753
-25.5001,-87.2503
-28.4689,-86.5003
-27.4064,-87.1253
-24.4063,-86.8753
-28.0939,-86.8128
-26.0313,-88.9378
-26.5939,-88.3128
-28.0939,-89.0003
-25.3438,-86.3753
-26.6876,-83.7503
-26.4064,-81.7503
-26.6564,-78.2503
-25.2813,-74.9378
-23.5313,-72.0003
-25.5313,-68.7503
-21.7501,-62.6252
-18.4376,-45.1877
-8,-25.9376
-2.875,-3.4375
4.4688,20.8126
12.3438,40.5002
20.0626,58.1252
22.4688,71.5003
26.0626,80.9378
30.6564,86.7503
29.4064,90.5004
32.5939,92.6254
30.0939,93.8129
33.0939,94.0629
33.1876,93.4379
31.0314,91.6879
32.3439,88.6878
29.3439,86.2503
27.8751,81.6253
24.0626,77.3753
24.8126,73.1253
20.9688,69.7503
21.3126,66.4378
20.1251,60.5002
16.1251,54.6252
15.1563,48.3127
13.9376,40.1877
8.8125,33.5001
5.8125,27.7501
5.4063,22.7501
4.4688,16.9376
1.9375,12.875
2,8.125
-0.6875,5
-1.9063,0.125
-4.5625,-2.75
-7.25,-4.8125
-5.7188,-7.75
-7.1875,-9.6875
-5.9063,-10.6875
-8.25,-13.3751
-7.125,-15.0626
-7.7813,-19.0001
-8.0313,-21.8126
-12.2813,-26.3126
-13.6876,-30.8126
-11.7188,-35.3751
-14.2188,-39.7502
-15.2188,-42.1252
-14.4063,-44.9377
-15.7813,-44.8752
-14.2188,-45.7502
-14.2813,-43.9377
-13.0625,-42.5002
-7.4063,-35.0626
-6.5625,-25.0001
2.1563,-13.9376
0.8438,-4.875
3.625,2.1875
6.6563,9.0625
8.3438,14.1251
12.9375,20.6251
13.8126,22.6251
13.2188,24.6251
12.875,22.8751
12.75,22.3751
7.6563,19.5001
8,15.3751
6.2188,11.875
6.4375,6.1875
2.0938,-0.25
2.4375,-6.375
-4.0313,-12.25
-3.7188,-18.3126
-7.6875,-23.1876
-6.25,-24.5001
-8.1875,-24.9376
-6.8438,-21.0001
-2.75,-11.9375
-0.5,1.0625
3.5938,17.2501
8.75,31.7501
12.875,44.3752
14.6876,53.9377
16.2813,60.0627
18.0001,61.8127
17.2501,60.5002
15.4063,55.3127
12.5938,48.1877
4.9688,39.0626
1.25,27.7501
0.625,17.1876
-3.9375,7.0625
-7.8125,-1.125
-11.5625,-9.5625
-14.4063,-16.3126
-11.5625,-18.6251
-12.9063,-21.2501
-12.125,-21.9376
-12.875,-21.9376
-11.3125,-24.3751
-11.4688,-27.9376
-15.2813,-31.4376
-15.7501,-37.5001
-18.6563,-43.0002
-18.8751,-47.8752
-18.9063,-51.1252
-17.2188,-50.8127
-14.8438,-49.2502
-16.0313,-45.0002
-15.6251,-39.3752
-10.2813,-31.2501
-7.375,-21.5001
-6.4063,-12.6875
-0.2813,-3.3125
4.4063,5.25
4.4375,12.25
6.8438,17.8751
9.75,21.9376
10.25,23.1251
10.9688,20.8751
9.1875,17.4376
5,11.875
5.1875,7.8125
0.0625,3.625
2.4688,1.0625
-0.6563,0.125
2.7813,-1.0625
3.25,-1.875
-1.8125,-3.75
-1.6563,-4.4375
0.2813,-4.9375
-1.8125,-4.1875
3.0938,-3.25
3.0625,2.25
-0.0313,1.625
-0.3125,-1.5
-1.4063,-4.1875
-2.7813,-8.625
-5,-13.0625
-5.3438,-15.4376
-6.7188,-21.0001
-8.8125,-26.0626
-10.375,-30.7501
-12.4688,-38.5626
-14.4063,-45.4377
-19.8751,-51.2502
-20.5938,-58.8752
-22.4688,-64.4377
-24.5001,-69.8128
-28.9376,-73.7503
-28.2189,-80.1253
-31.7814,-85.0003
-32.8126,-91.7504
-34.4376,-95.7504
-40.0627,-98.3754
-34.6251,-96.1254
-37.9689,-91.3754
-32.0626,-80.0003
-30.4064,-64.6252
-24.1563,-46.9377
-16.8438,-27.0001
-14.8126,-10.8125
-6,4.4375
-5.625,15.8751
-0.2813,22.8751
1.7188,28.1251
1.5938,29.6251
2.7188,28.7501
4.875,27.6876
2.7813,25.3751
5.25,24.8126
0.8125,23.1251
4.125,21.5001
2.5,20.0001
0.5313,17.3126
2.7813,14.7501
-1.4063,11.125
0.6875,8
-1.25,4.4375
-0.7813,2.0625
-3.375,0.4375
-3.125,0.125
-1.3438,-0.375
-3.9063,-0.375
-3.1875,-1.125
-3.2188,-1.9375
-5.6563,-1.4375
-3.4375,-0.125
-3.625,1
-2.375,5
-1.875,7.1875
-0.0313,10.125
2,12.625
3.4688,13.8751
0.9063,13.9376
1.9375,12.5625
0.2813,11.75
-0.5938,10.75
2.6875,11.5
2.0938,11.125
3.4063,12.1875
2.625,12.125
3.2188,11.125
1.3438,10.3125
1.4688,6.5
1.3438,4.6875
1.7188,1.5
-0.5938,0.875
-0.375,-1.625
-0.0313,-3.5625
1.1875,-3.375
0.75,-5.3125
1.5313,-7.1875
0.5938,-9.375
1.0938,-10.5625
-3.1563,-12.6875
-3.4375,-14.4376
-1.6875,-14.3126
-5.3438,-15.8126
-4.6875,-16.3751
-4.25,-16.5001
-3.625,-17.8126
-4.6875,-18.2501
-5.5938,-18.3126
-5.25,-18.1876
-6.9375,-20.2501
-7.0625,-20.4376
-12.2813,-21.7501
-8.875,-21.9376
-6.25,-22.3751
-8.3438,-23.1876
-7.9375,-23.6876
-7.4063,-23.9376
-7.4375,-24.2501
-7.3438,-25.3126
-5.0938,-26.3126
-8.1875,-27.6251
-8.2813,-28.6876
-10.7188,-29.4376
-11.4375,-31.5626
-8.7188,-31.1251
-12.8438,-30.2501
-13,-30.8126
-11.7188,-29.1251
-11.5313,-23.5626
-6.6563,-15.0626
-3.9375,-2
-1.3125,11.8125
6.125,27.0626
9,38.5001
10.4063,49.3127
13.7813,57.2502
16.1251,63.6252
16.0313,69.0003
18.7188,72.5003
18.9063,73.7503
17.1563,74.2503
16.1876,73.6253
18.2501,72.8753
15.5001,71.5628
14.2501,69.3753
14.7501,66.6878
12.9063,63.8752
13.5938,60.6252
13.2813,57.6877
10.9063,54.5002
14.0626,51.5002
12.5625,48.2502
10.5313,44.7502
11.75,41.8127
7.5,38.6876
8.6875,35.3751
6.1875,32.9376
5.3438,31.1251
8.7188,28.2501
5.5938,28.1876
6.875,27.3751
4.7188,26.6876
8.0625,27.3751
8.1563,28.1876
7.3438,30.1876
8.8438,31.1251
9.375,31.3751
6.7813,32.0001
9.1563,30.5001
10.0625,30.2501
10.6875,29.4376
11.8438,28.4376
10.9688,27.5626
9.0313,26.6251
7.4688,25.1876
7.5313,22.1876
8.5313,19.5001
6.6875,16.9376
3.5313,15.0626
4.3438,11.8125
3.8125,9.125
6.5313,6.4375
3.5313,2.625
-0.8125,0
0.5938,-2.5625
-1.625,-6.125
-2.625,-8.625
-3.5,-10.9375
-3.9063,-11.875
-1.375,-13
-3.7188,-15.9376
-3.875,-19.0001
-3.8125,-22.5626
-5.4688,-24.3126
-5.6875,-26.0001
-6.5625,-29.1876
-7.1563,-30.3126
-5.9688,-30.8126
-6.8125,-33.4376
-9.3438,-34.6251
-8,-35.1876
-10.9375,-36.3751
-9.1875,-36.8126
-9.0938,-36.8751
-12.0625,-37.2501
-7.9375,-34.3751
-6.3125,-29.3126
-4.8438,-18.7501
-0.5313,-6.875
6.5,7.625
7.3125,21.5001
14.1251,33.4376
17.5001,48.0627
20.5626,56.1877
24.0313,61.5002
24.4688,65.6252
26.3126,66.8753
21.9688,68.0628
23.1251,66.5003
21.4376,65.0627
23.1251,62.1877
21.0938,59.6252
20.7501,56.2502
21.1563,52.4377
17.3438,48.6877
19.5001,46.0002
17.5313,42.6877
16.0938,38.0626
12.1563,34.4376
11.8125,30.6876
11.1875,26.4376
10.375,22.0001
11.2188,18.1876
7.9688,14.3126
6.8438,12.125
8.9375,9.1875
6.0313,6.75
3.5,6.9375
7.3438,6.1875
8.5313,6.0625
5.6563,7
7.9063,7.5
8.5,9.375
7.5625,10.3125
9.2188,10.375
8.2813,9.375
6.8438,9.0625
8.4375,7.125
5.0938,6.0625
3.875,4.5625
3.75,0.5625
1.0938,-1.3125
2.4063,-5.125
-0.2813,-7
1,-11.75
-2.2813,-14.5626
-0.75,-17.3751
-1.7813,-20.3126
-3.125,-23.1251
-2.75,-25.5626
-4.7188,-29.6876
-4.9688,-31.8751
-6.5625,-35.6251
-8.25,-38.8751
-9.9688,-40.5002
-7.9688,-42.7502
-9.6563,-44.0627
-9.1563,-45.9377
-12.9063,-47.5002
-12.5313,-49.3752
-9.5938,-50.8127
-13.5001,-53.1877
-13.5626,-54.6252
-14.5626,-56.8127
-16.0626,-57.6877
-13.9376,-60.8127
-13.0938,-61.6877
-17.3438,-63.6252
-14.8438,-63.6252
-18.4063,-64.1877
-18.3751,-65.7503
-17.4688,-66.0003
-20.7188,-67.8753
-17.8438,-67.0003
-22.0313,-66.6253
-21.5001,-66.8753
-18.5001,-63.8752
-19.4063,-59.0627
-12.5625,-47.8752
-10.0313,-30.8751
-5.25,-12.25
1.3438,8.1875
6.5625,24.7501
10.625,38.8751
12.2813,49.0002
17.3438,57.5002
17.0313,61.8752
20.3751,64.9377
20.4688,66.3128
18.1563,65.5003
18.1251,64.0627
17.3751,62.1252
17.4063,60.0627
17.4376,55.6252
14.5626,52.5627
15.9376,49.4377
13.0938,45.5627
12.375,42.0002
12.5625,38.4376
13.5938,35.0626
10.7813,30.8126
10.2188,26.1876
8.2188,22.5001
7.25,18.3751
5.3125,14.1251
2.7813,11.25
2.7188,7.5625
0.9063,5.3125
0.3438,3.4375
-0.6875,1.25
2.25,1.625
-0.0625,0.625
0.2188,2.8125
1.1875,3.9375
3.0938,5.5625
5.5,8
3.375,8.875
3.1875,10
5.5938,9.375
3.3438,9.1875
2.625,9.125
1,5.9375
0.7813,4.375
-0.375,1.3125
-0.1563,-1.375
-0.8438,-4.125
-2.8125,-6.6875
-1.75,-9.8125
-5.0938,-12.5
-4.4688,-15.2501
-4.4688,-18.7501
-7.3438,-21.1251
-7.4375,-24.5626
-8.4375,-28.3126
-10.125,-31.8126
-10.0625,-34.7501
-12.9375,-38.0001
-14.0938,-40.7502
-13.9688,-43.5002
-14.8438,-46.8752
-13.9688,-48.7502
-18.7188,-51.0002
-16.2188,-52.3127
-18.2188,-53.8752
-15.9688,-55.9377
-16.7188,-56.5627
-17.6563,-58.1252
-15.9376,-58.5627
-18.5001,-59.9377
-16.2501,-59.6877
-18.8751,-60.2502
-16.5938,-60.3127
-17.8751,-60.6252
-18.9688,-62.1252
-17.5001,-62.0002
-19.5001,-63.5002
-19.4376,-63.5002
-23.0938,-63.1252
-17.7188,-65.5628
-21.0626,-65.3753
-18.7188,-67.5628
-20.0626,-67.3753
-21.5001,-69.0003
-19.9063,-70.2503
-21.2813,-70.2503
-20.0938,-70.0628
-21.2188,-68.6253
-19.9063,-63.1252
-15.0001,-53.5002
-11.5313,-37.3751
-4.625,-17.0626
1.7813,5.75
7.5,25.6251
11.375,42.3127
16.8438,54.8127
19.0313,63.1877
18.5626,69.6253
21.2188,73.2503
22.4063,73.4378
23.6563,73.9378
22.8438,70.8128
22.1251,68.3753
21.7501,65.8753
19.1876,62.1877
19.9688,58.8752
18.3126,56.3127
15.5001,52.0002
15.1251,48.8752
15.3751,45.3752
13.2813,42.2502
12.0313,38.3126
8.4063,34.5626
8.9063,31.6876
9.9688,28.1251
8.8438,24.5001
9.0625,20.8751
4.8438,18.1876
5.5625,16.3126
5.5,13.9376
1.9375,13.6876
2.9375,13.9376
0.9375,13
3.375,15.5626
3.8438,17.0001
4.1563,18.1251
7.3438,20.5626
5.6563,21.0626
3.9688,22.6251
4.6563,22.3751
5.4063,20.3126
4.7188,19.4376
5.3125,17.6251
2.7188,16.3126
5.75,13.5626
0.5625,10.9375
0.375,8.6875
-0.75,6.0625
0.1563,3.125
-1.5313,0.9375
-1.4688,-1.125
-1.5625,-3.875
-4.625,-6.6875
-4.1563,-9
-4.5938,-11.75
-6.5625,-13.1876
-8.875,-16.4376
-7.2188,-17.7501
-8.5,-21.1876
-6.3125,-23.2501
-7.4688,-25.8126
-9.9688,-28.7501
-9.25,-32.0626
-11.4063,-34.3126
-12.125,-37.0626
-10.5625,-38.8126
-13.5001,-40.1877
-12.5938,-42.2502
-15.6251,-42.6877
-13.8126,-44.4377
-15.0313,-45.2502
-13.8751,-46.5627
-15.2501,-46.1877
-15.4063,-47.6252
-16.2188,-47.0627
-15.3751,-47.8127
-15.0001,-45.7502
-15.0938,-40.4377
-9.7188,-31.5626
-7.2188,-17.6876
-0.75,-1.5625
1.0938,15.1251
6,28.9376
8.8125,40.5002
11.75,50.0002
13.8126,55.4377
16.7813,60.6252
15.1563,61.2502
18.5001,61.4377
18.5313,60.8752
18.4376,58.0002
20.2813,55.3127
17.2813,52.5002
16.0938,48.3127
13.0938,45.3127
12.4063,41.8127
11.5938,36.8751
7.9688,33.5626
6.9688,30.0626
8.4688,25.6876
6.4688,20.6251
4.4688,16.0626
3.1875,11.375
2.0938,7.5625
1.8438,4.125
0.9688,2.0625
2.625,-0.3125
-0.1875,-1.375
-0.5313,-1.375
-0.6875,0.25
-1.1563,1.4375
1.2188,4.1875
2.3438,6.25
1.5625,8.1875
5.6563,9.375
1.9688,10.375
3.0313,11.5625
2.9375,11.375
2.0625,11.625
3.6875,10.75
1.0625,9.1875
2.7813,7.1875
2.7813,5.875
-1.4063,3.8125
-0.0313,1.1875
-2.4688,-2.125
-2,-4.5
-2.9375,-7.25
-5.625,-10.25
-1.7188,-13.3126
-4.7813,-16.0001
-4.2188,-18.8751
-8.5313,-20.6876
-6.375,-22.9376
-7.9063,-26.1251
-7.8125,-28.1876
-8.2813,-29.6876
-9.375,-32.4376
-8.6875,-33.8751
-9,-36.4376
-10.75,-37.8126
-11.1563,-40.5002
-10.0625,-42.0002
-14.7188,-44.5002
-11.2188,-46.6252
-16.5938,-48.0002
-16.1876,-50.4377
-17.8751,-51.7502
-18.6876,-54.0002
-17.9376,-54.9377
-20.3126,-56.1877
-15.7188,-57.3127
-13.9063,-45.0002
-9.125,-28.3126
-3.875,-9.1875
4.0313,9.625
7.125,27.3751
12.5,41.0627
15.8751,51.5627
19.0001,59.3127
19.3126,64.3752
19.5001,68.0628
20.5938,68.1878
20.3751,68.0003
20.5001,66.1878
18.4376,62.9377
18.9688,59.6877
19.9688,56.8127
17.0938,53.5002
17.5626,50.6252
13.9063,47.1252
13.6876,44.2502
13.125,40.6252
15.4376,37.4376
12.5625,32.3126
11.4063,28.5001
9.5938,23.8126
9.4375,20.3751
9.0938,16.0626
5.2813,13.1251
6.375,9.875
3.0938,7.5625
2.0938,7.125
4.5,5.25
3.7188,6.3125
3.4063,7.5
3,8.875
4.0625,12.0625
5.5938,13.1876
4.3438,14.7501
7.875,15.9376
4.5938,15.8751
6.3125,15.8751
4.5,14.4376
3.4375,14.0001
1.75,11.25
0.125,9.8125
1.5938,8
1.9688,4.875
1.75,2.6875
1.1563,-0.4375
0.4688,-2.8125
-1.9688,-5.875
-1.9688,-8.3125
-2.4375,-11.1875
-2.6875,-13.9376
-4.625,-16.3751
-6.8438,-18.9376
-6.875,-21.6251
-8.875,-24.5626
-7.9375,-26.0626
-9.6563,-28.2501
-9.9375,-29.1876
-10.9375,-31.3751
-11.9375,-31.5001
-10.625,-34.4376
-10.2188,-35.5626
-9.0313,-36.3751
-12.3125,-38.3751
-9.8125,-38.5626
-14.5626,-39.3127
-12.5938,-39.4377
-12.4063,-41.6877
-11.6875,-42.5002
-13.6876,-44.5627
-10.5938,-45.2502
-13.8751,-45.8752
-13.5001,-48.0002
-13.5313,-48.0002
-16.3751,-49.0627
-13.5938,-49.3752
-15.4063,-49.5627
-13.5001,-49.6877
-17.1251,-47.1877
-15.0313,-41.5627
-13.5626,-31.0626
-7.9375,-15.6251
-2.2188,2.1875
3.6563,21.4376
8.8125,36.0001
13.0938,49.1877
15.6563,58.3752
18.2188,66.6878
21.5938,71.4378
21.0001,74.1253
19.4063,75.3753
21.4376,74.8128
21.2501,73.1253
21.2501,71.5628
20.4376,68.3128
20.6876,65.6253
21.1251,62.3127
19.5001,59.5002
20.5001,56.5002
16.2188,53.1252
15.5001,50.9377
16.3438,47.4377
14.9688,44.0627
14.1563,40.2502
9.9688,37.2501
11.3125,33.1251
10,29.0626
6.3438,27.3126
6.5313,24.0001
3.3125,21.3126
6.2813,21.5626
6.0938,21.3126
5.625,21.4376
7.6875,22.0626
7.3125,24.4376
9.6563,25.8751
10.1875,26.8126
9.3125,28.8126
10.9688,29.6876
11.0313,29.8126
9,28.4376
7.6563,27.3126
7.0938,24.9376
9.2813,23.7501
6.2188,20.5626
5.0938,18.5001
5.4375,15.3751
3.5938,12.1875
3.5,9.25
3.7813,5.6875
0.8438,3.1875
-0.2188,0.75
0.3125,-4.0625
-1.625,-6.5
-2.1563,-10.25
-5.5625,-12.0625
-6.9688,-14.6876
-5.9375,-17.6876
-6.1563,-19.5001
-6.3125,-20.8751
-7.4375,-22.3126
-7,-23.8751
-7.8438,-24.6251
-10.4375,-25.5001
-8.0625,-26.6251
-8.1563,-27.1876
-8.7813,-28.0001
-6.3438,-28.5626
-10.1875,-29.0001
-9.25,-30.3126
-8.1875,-29.7501
-7.875,-31.9376
-7.6563,-31.6251
-9.3125,-33.3126
-11.9688,-35.5001
-8.7813,-37.0001
-11.75,-38.0001
-9.75,-39.7502
-10.6875,-40.6252
-12.75,-42.0002
-13.1876,-43.0002
-12.25,-43.6877
-11.25,-44.8752
-12.7188,-45.4377
-13,-45.3752
-13.6876,-43.8127
-11.6563,-40.5002
-10.0313,-32.9376
-7.0313,-20.0626
-1.5,-4.625
2.0313,12.75
9.1875,29.0001
12.4063,42.8127
16.0626,53.1252
18.5001,60.5627
20.5313,67.0003
21.2501,70.5003
22.7813,72.3753
23.1876,72.3753
21.7188,71.9378
19.8126,69.6878
18.9376,66.3753
20.2813,64.1877
20.5313,60.3127
19.5001,57.5627
18.4688,54.3752
17.6876,50.3127
17.0938,47.6252
14.9688,44.3752
15.2188,41.0002
12.875,38.0001
10.5625,32.6876
11.7813,29.3751
10.5313,25.5001
9.5625,23.3751
9.3438,20.8126
7.5,19.1876
8.0625,18.5001
8.375,18.5001
6.3438,19.5001
7.4375,21.1876
8.8438,22.7501
8.7188,24.0626
10.6875,26.6876
10.4688,26.0626
10.6563,27.1876
9.75,26.6876
7.5625,26.0626
8.5,24.0626
7.1875,21.8126
6.875,20.7501
7.875,16.8751
6.0938,14.6876
6.25,11.75
3.4688,8.9375
5.7813,6.1875
3.375,3.4375
3.2188,1.625
-0.75,-1.75
1.0313,-4.5
-0.0313,-7.25
-1.75,-9.125
-0.3125,-11.3125
-4.4375,-13.8751
-1.1563,-16.5001
-1.125,-18.0626
-4.9375,-20.4376
-7.5313,-21.9376
-5.4063,-25.6251
-8.3438,-27.3126
-5.6875,-29.8751
-4.4688,-31.6251
-8.875,-32.8751
-6.75,-34.8751
-11.3438,-36.8126
-7.9375,-37.4376
-9.875,-37.5626
-8.4688,-38.5001
-9.0313,-38.8751
-10.1563,-40.1877
-9.75,-40.5627
-11.5313,-40.7502
-8.6563,-39.9377
-6.5,-36.5626
-7.3125,-30.1251
-5.375,-18.0001
-0.5313,-2.375
2.9375,13.6251
6.9375,29.0001
13.8438,41.8752
15.3438,51.6252
17.4688,59.6877
20.1563,66.1253
20.7813,69.8753
22.0938,71.9378
20.8438,72.8128
23.5313,71.4378
20.5313,68.3753
20.3126,66.0003
20.9688,62.4377
19.9063,59.9377
20.6876,55.5002
18.0938,53.0002
15.8751,49.0002
13.0938,45.9377
13.9063,42.2502
11.9688,39.3127
13.8126,35.0626
10.2188,30.8126
9.1563,26.5001
6.0625,21.8751
3.5938,17.4376
3.8125,14.8126
2.875,12.125
1.3125,12
4.3125,11.4375
3.4375,11.875
1.25,12.5
2.5938,14.3126
4.4375,16.1251
4.0938,18.0001
5.9375,19.1876
5.1875,19.3751
3,19.5001
4.3438,19.3126
2.5313,17.8126
4.5313,16.2501
4.3438,14.6251
1.1563,12
2.75,9.25
0.9375,6.625
-0.2813,3
-2.3438,-0.25
-0.4688,-3.5
-2.0938,-6.875
-4.5313,-10
-4.4063,-13.6876
-6.9063,-16.0626
-5.7188,-20.0626
-5.9688,-23.3751
-6.3438,-25.6876
-8.9063,-28.8751
-10.25,-30.1876
-8.3125,-32.3751
-9.1875,-33.6251
-10.0313,-34.1876
-10.2188,-36.5001
-13.0313,-38.0626
-11.5,-38.6876
-13.6876,-39.7502
-13.125,-41.1252
-14.3126,-40.9377
-11.2813,-42.0627
-12.7188,-42.8752
-12.875,-44.5002
-11.625,-45.7502
-15.0001,-46.3752
-12.0313,-47.0002
-10.8125,-48.3127
-12.9375,-49.0627
-13.7813,-50.6877
-12.4063,-51.6877
-13.7188,-52.3752
-11.9688,-53.6252
-12.5625,-53.4377
-13.5626,-53.1252
-13.3126,-51.4377
-14.0001,-46.8127
-12.4375,-35.3126
-3.375,-19.1251
-0.125,-0.25
5.9375,18.6876
11.7188,35.0001
12.9063,48.0627
18.9063,58.8127
19.5938,65.8753
18.8126,71.1878
23.4063,75.4378
23.3751,76.3753
23.8751,76.7503
24.2501,74.7503
23.3751,72.5628
20.8751,68.6253
20.4376,65.8753
20.2501,61.8752
17.3126,58.8127
16.5938,55.1877
14.1563,52.7502
12.75,48.5002
12.0625,46.0002
12.5625,42.1252
12.0313,38.7501
11.6875,34.1876
10,29.5626
8.125,25.6251
10.75,22.0626
5.6875,19.5626
6.25,17.9376
5.3125,15.5001
3.625,14.6876
4.75,15.8126
7.0625,16.5001
6.9063,17.8126
6.4063,19.2501
6.2188,20.5001
9.6563,21.8126
6.0625,22.8126
5.6563,23.8126
6.4063,22.1876
5.4063,21.0001
3.8125,19.8126
3.375,17.3126
3.7813,15.2501
4.4063,12.9375
1.6875,10.1875
1.7188,6.6875
-0.4375,3.6875
-0.0313,-0.5625
-4,-2.9375
-0.3125,-5.9375
-3.9063,-9.4375
-5.625,-12.375
-5.0313,-14.6876
-7.0625,-18.2501
-7.0625,-20.6876
-5.9063,-22.9376
-7.4375,-25.5001
-9.375,-28.1251
-11.9375,-30.6876
-10.3438,-32.0626
-8.625,-34.3751
-12.6875,-36.1876
-12.3125,-36.3751
-12.8438,-38.1251
-11.9688,-37.5626
-11.3125,-39.1251
-9.625,-38.7501
-14.3751,-38.5001
-11.9375,-39.0626
-9.2813,-39.3127
-11.6875,-39.5002
-11.7813,-38.6876
-13.6876,-40.3127
-13.0625,-39.6877
-13.5001,-41.3752
-12.7188,-41.3752
-13.4688,-42.6877
-12.5625,-44.1877
-10.25,-44.7502
-13.9688,-46.5002
-13.6251,-47.7502
-14.0313,-49.8127
-15.9688,-51.1877
-15.1876,-52.1877
-20.0938,-53.3752
-15.5938,-54.0002
-17.9063,-55.1877
-15.1251,-55.1877
-16.5626,-52.8127
-15.2188,-47.5627
-11.8438,-36.6876
-5.875,-19.2501
1.3125,0.5
5.9375,20.0001
11.3125,36.2501
14.2501,49.0627
16.0001,58.6252
22.0626,66.6878
23.3438,71.1878
23.1563,74.3753
26.7189,74.5628
25.1251,74.1878
27.7189,72.9378
25.6251,69.5628
21.5001,66.9378
21.4376,63.3127
20.0313,59.0627
20.9063,55.1252
21.2188,52.0627
19.6876,48.5627
15.1563,44.6252
14.1251,41.7502
13.7501,38.3751
11.3438,34.6251
10.5313,31.3126
10.7188,26.5001
10.7813,23.3126
10.0625,20.7501
2.6563,17.6876
5.1563,17.1876
5.9688,16.3751
4.4688,17.1251
5.1563,18.0001
4.2188,19.1251
6.25,21.9376
5.5625,23.5001
7.75,25.1251
